repository_full_name,language_group,exclusion_reason,pre_sampling_exclusion_reasons,source_file,source_record_index
react-native-maps/react-native-maps,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,783
sismo-core/sismo-badges,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,784
sismo-core/sismo-badges,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,784
hydralauncher/hydra,TypeScript,closed_issue_threshold_failed,closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,788
ionic-team/capacitor,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,790
ahmedkhaleel2004/gitdiagram,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,792
tradingview/lightweight-charts,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,793
apitable/apitable,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,796
adobe/react-spectrum,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,806
Canner/WrenAI,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,807
janpaepke/ScrollMagic,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,811
janpaepke/ScrollMagic,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,811
airbnb/react-sketchapp,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,814
airbnb/react-sketchapp,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,814
scalar/scalar,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,815
BrainJS/brain.js,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,816
BrainJS/brain.js,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,816
pascalorg/editor,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,817
pascalorg/editor,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,817
formatjs/formatjs,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,818
ajv-validator/ajv,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,820
Sairyss/domain-driven-hexagon,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,826
Sairyss/domain-driven-hexagon,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,826
vercel-labs/json-render,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,830
vercel-labs/json-render,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,830
different-ai/openwork,TypeScript,commit_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,831
different-ai/openwork,TypeScript,closed_issue_threshold_failed,commit_threshold_failed;closed_issue_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,831
wasp-lang/open-saas,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,837
soybeanjs/soybean-admin,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,838
dexie/Dexie.js,TypeScript,language_threshold_failed,language_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,840
yoavbls/pretty-ts-errors,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,845
vercel/commerce,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,847
danilowoz/react-content-loader,TypeScript,commit_threshold_failed,commit_threshold_failed,data\interim\enriched_candidates\candidate_enrichment_results.csv,848
